borrower_id,income_now,credit_limit_now,balance_now,utilization_now,credit_score_now,age_now,late_streak_now,days_late_now,utilization_trend_3m,credit_score_trend_3m,is_late_trend_3m,late_count_9m,max_days_late_9m,utilization_volatility,dti_proxy,headroom,defaulted,risk_score,risk_tier,top_reasons
1582,23833.31,3981.09,797.69,0.2004,628,43,0,0,-0.0058333333333333,-7.0,0.0,0,0,0.0056028514565749,0.4016345188805241,0.7996,0,0.0051591799732219916,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -0.8485, ""feature_value"": -0.0058}, {""feature"": ""income_now"", ""shap_value"": -0.4832, ""feature_value"": 23833.31}, {""feature"": ""age_now"", ""shap_value"": 0.4254, ""feature_value"": 43.0}]"
1583,59810.23,6787.95,1356.75,0.1999,564,38,0,0,0.0042333333333333,-8.333333333333371,0.0,0,0,0.0066,0.2722109578367023,0.8001,0,0.009101883368720675,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6308, ""feature_value"": -8.3333}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.3571, ""feature_value"": 0.0042}, {""feature"": ""age_now"", ""shap_value"": 0.3128, ""feature_value"": 38.0}]"
1584,38645.29,6087.04,1472.22,0.2419,671,21,0,0,-0.0088333333333333,-4.666666666666743,0.0,0,0,0.0073025300029814,0.457148594162813,0.7581,0,0.0021280739286369896,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.8417, ""feature_value"": -0.0088}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.3015, ""feature_value"": -4.6667}, {""feature"": ""age_now"", ""shap_value"": -0.299, ""feature_value"": 21.0}]"
1585,129750.53,9973.57,1662.98,0.1667,694,40,0,0,-0.0009,6.0,0.0,0,0,0.0022902571422828,0.1538009902399195,0.8333,0,0.007725219592556971,Low,"[{""feature"": ""income_now"", ""shap_value"": -1.2194, ""feature_value"": 129750.53}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5929, ""feature_value"": 0.0023}, {""feature"": ""dti_proxy"", ""shap_value"": 0.336, ""feature_value"": 0.1538}]"
1586,73707.0,6623.59,2053.76,0.3101,573,34,0,0,-0.0080999999999999,-1.6666666666666288,0.0,0,0,0.0046187420124724,0.3343660710107263,0.6899,0,0.000988670866912594,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.7134, ""feature_value"": -0.0081}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6818, ""feature_value"": 0.0046}, {""feature"": ""credit_score_now"", ""shap_value"": -0.2569, ""feature_value"": 573.0}]"
1587,41370.31,6981.52,1696.37,0.243,713,32,0,0,-0.0159,3.6666666666666288,0.0,0,0,0.009726481606647,0.4920543257736127,0.757,0,0.0038587613368705437,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -3.0397, ""feature_value"": -0.0159}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.349, ""feature_value"": 0.0097}, {""feature"": ""balance_now"", ""shap_value"": 0.2805, ""feature_value"": 1696.37}]"
1588,70957.31,8642.3,1388.13,0.1606,672,23,1,32,-0.0016999999999999,-9.666666666666629,0.3333333333333333,1,32,0.0036008486653997,0.2347546714663076,0.8394,0,0.011351747841366722,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.6559, ""feature_value"": 0.0036}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6189, ""feature_value"": -9.6667}, {""feature"": ""max_days_late_9m"", ""shap_value"": -0.4973, ""feature_value"": 32.0}]"
1589,43548.86,4309.09,1813.62,0.4209,714,43,0,0,0.0668,0.6666666666667425,0.0,0,0,0.0453773836227304,0.4997476396397753,0.5791,0,0.3397677384742492,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.4795, ""feature_value"": 0.0454}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.4258, ""feature_value"": 0.0668}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.601, ""feature_value"": 4309.09}]"
1590,24057.0,5339.81,1119.34,0.2096,666,21,0,0,-0.0064666666666666,0.6666666666666288,0.0,0,0,0.0042901048938225,0.5583439328802374,0.7904,0,0.0023699028364568457,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.2818, ""feature_value"": -0.0065}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6643, ""feature_value"": 0.0043}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.3895, ""feature_value"": 5339.81}]"
1591,42804.37,8433.5,2820.94,0.3345,644,53,0,0,0.0208333333333333,0.6666666666666288,0.0,0,0,0.0097596106479715,0.7908370101115834,0.6655,0,0.04291767680295339,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.8797, ""feature_value"": 0.0208}, {""feature"": ""age_now"", ""shap_value"": -0.9569, ""feature_value"": 53.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.7498, ""feature_value"": 0.0098}]"
1592,33795.89,13053.61,3046.44,0.2334,706,31,0,0,-0.0115333333333333,-0.3333333333332575,0.0,0,0,0.0068476273263079,1.081707864092927,0.7666,0,0.00384782283761875,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.7007, ""feature_value"": -0.0115}, {""feature"": ""income_now"", ""shap_value"": 0.1715, ""feature_value"": 33795.89}, {""feature"": ""utilization_now"", ""shap_value"": 0.1649, ""feature_value"": 0.2334}]"
1593,28296.01,9374.86,3218.52,0.3433,582,55,0,0,0.0182999999999999,-1.6666666666666288,0.0,1,5,0.0111637931626207,1.3649359038119075,0.6567000000000001,0,0.031728972425613844,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.4603, ""feature_value"": 0.0183}, {""feature"": ""age_now"", ""shap_value"": -0.931, ""feature_value"": 55.0}, {""feature"": ""dti_proxy"", ""shap_value"": 0.7, ""feature_value"": 1.3649}]"
1594,101496.0,14909.12,2090.15,0.1402,633,50,0,0,-0.0011333333333333,-0.6666666666667425,0.0,0,0,0.00199150975672,0.247121068781376,0.8598,0,0.0020482322435492035,Low,"[{""feature"": ""income_now"", ""shap_value"": -2.3389, ""feature_value"": 101496.0}, {""feature"": ""age_now"", ""shap_value"": -0.7333, ""feature_value"": 50.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4354, ""feature_value"": 0.002}]"
1595,46941.46,8085.75,1213.09,0.15,653,23,0,0,0.0058666666666666,1.0,0.0,0,0,0.0054261967446003,0.3101113598997275,0.85,0,0.038349911068402284,Low,"[{""feature"": ""income_now"", ""shap_value"": 0.4617, ""feature_value"": 46941.46}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.3925, ""feature_value"": 0.0054}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.3333, ""feature_value"": 0.0059}]"
1596,32770.73,6274.85,4150.11,0.6614,801,40,0,0,0.1388999999999999,9.0,0.0,0,0,0.1071223612406754,1.519689063434465,0.3386,1,0.9886996417164667,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 3.3676, ""feature_value"": 0.1389}, {""feature"": ""utilization_volatility"", ""shap_value"": 2.8703, ""feature_value"": 0.1071}, {""feature"": ""utilization_now"", ""shap_value"": 1.2319, ""feature_value"": 0.6614}]"
1597,49258.86,8624.39,3027.48,0.351,714,30,0,0,0.0763,3.333333333333257,0.0,0,0,0.0574955239803741,0.7375274212831898,0.649,0,0.560324018447646,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.698, ""feature_value"": 0.0575}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.4465, ""feature_value"": 0.0763}, {""feature"": ""income_now"", ""shap_value"": 0.2041, ""feature_value"": 49258.86}]"
1598,62673.92,9876.52,1070.65,0.1084,678,64,0,0,0.0039666666666666,3.0,0.3333333333333333,1,35,0.0024041630560342,0.2049943580605787,0.8916,0,0.0023648446443430924,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.7548, ""feature_value"": 0.0024}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.6427, ""feature_value"": 0.004}, {""feature"": ""max_days_late_9m"", ""shap_value"": -0.5806, ""feature_value"": 35.0}]"
1599,37156.04,9195.96,2123.54,0.2309,649,36,0,0,0.0099,-3.0,0.0,0,0,0.0096917490681507,0.6858233544739999,0.7691,0,0.12387058809629475,Watch,"[{""feature"": ""income_now"", ""shap_value"": 0.3275, ""feature_value"": 37156.04}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.2418, ""feature_value"": -3.0}, {""feature"": ""utilization_now"", ""shap_value"": 0.2206, ""feature_value"": 0.2309}]"
1600,61036.26,4681.99,3357.6,0.7171,646,42,0,0,0.1442,1.6666666666667425,-0.3333333333333333,1,15,0.1202299983365216,0.6601190831823339,0.2829,1,0.990413545287656,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 3.1504, ""feature_value"": 0.1442}, {""feature"": ""utilization_volatility"", ""shap_value"": 2.7286, ""feature_value"": 0.1202}, {""feature"": ""utilization_now"", ""shap_value"": 1.2974, ""feature_value"": 0.7171}]"
1601,59975.26,500.0,139.99,0.28,715,47,0,0,0.0032333333333333,8.333333333333371,0.0,0,0,0.0042966395137492,0.0280095492652117,0.72,0,0.0008412863316095425,Low,"[{""feature"": ""balance_now"", ""shap_value"": -1.1323, ""feature_value"": 139.99}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": -1.0514, ""feature_value"": 8.3333}, {""feature"": ""dti_proxy"", ""shap_value"": -0.5706, ""feature_value"": 0.028}]"
1602,35233.91,6224.05,1581.25,0.2541,671,47,0,0,0.0438333333333333,2.6666666666667425,0.0,0,0,0.0368704488716912,0.5385436925262475,0.7459,0,0.6442141478779,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 2.0008, ""feature_value"": 0.0438}, {""feature"": ""utilization_volatility"", ""shap_value"": 1.9015, ""feature_value"": 0.0369}, {""feature"": ""age_now"", ""shap_value"": -0.2845, ""feature_value"": 47.0}]"
1603,86165.13,2937.64,984.48,0.3351,758,26,0,0,0.0295,5.0,0.0,0,0,0.0267259237445593,0.1371060427617845,0.6649,0,0.25966626916373836,Watch,"[{""feature"": ""utilization_volatility"", ""shap_value"": 2.1071, ""feature_value"": 0.0267}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.5188, ""feature_value"": 0.0295}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.7523, ""feature_value"": 2937.64}]"
1604,48461.99,7068.19,2032.21,0.2875,696,26,0,0,0.0062,9.0,0.0,0,0,0.0049842529809167,0.5032092160053991,0.7125,0,0.014781642379488662,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6578, ""feature_value"": 9.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.649, ""feature_value"": 0.005}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.3005, ""feature_value"": 0.0062}]"
1605,50154.55,6241.86,1332.35,0.2135,663,34,0,0,-0.0022,-0.6666666666666288,0.0,0,0,0.0040280268122245,0.3187786551005772,0.7865,0,0.03016590506196415,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.5948, ""feature_value"": 0.004}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.4347, ""feature_value"": -0.0022}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.2802, ""feature_value"": 6241.86}]"
1606,25226.93,4930.03,1450.04,0.2941,718,31,0,0,-0.0030999999999999,-4.666666666666743,0.0,0,0,0.0061823898651285,0.6897581271967259,0.7059,0,0.04817764028682218,Low,"[{""feature"": ""age_now"", ""shap_value"": 0.365, ""feature_value"": 31.0}, {""feature"": ""income_now"", ""shap_value"": -0.3551, ""feature_value"": 25226.93}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.3258, ""feature_value"": -4.6667}]"
1607,38767.05,6143.45,1937.38,0.3154,694,42,0,0,-0.0079,-2.3333333333333712,0.0,0,0,0.0065684853657444,0.5996989709767344,0.6846,0,0.030584329322791787,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.0702, ""feature_value"": -0.0079}, {""feature"": ""age_now"", ""shap_value"": 0.3842, ""feature_value"": 42.0}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.2773, ""feature_value"": -2.3333}]"
1608,94194.59,8629.11,1907.32,0.221,702,39,0,0,0.0068999999999999,3.6666666666667433,0.0,0,0,0.0040208829876035,0.2429846554572208,0.779,0,0.002748758245283159,Low,"[{""feature"": ""income_now"", ""shap_value"": -1.8384, ""feature_value"": 94194.59}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6443, ""feature_value"": 0.004}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.5554, ""feature_value"": 0.0069}]"
1609,44162.67,11248.8,2930.77,0.2605,579,47,0,0,0.0095333333333333,-1.0,0.0,0,0,0.0086846128295969,0.796356741801248,0.7395,0,0.009144128305028459,Low,"[{""feature"": ""age_now"", ""shap_value"": -0.8869, ""feature_value"": 47.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.7375, ""feature_value"": 0.0087}, {""feature"": ""income_now"", ""shap_value"": 0.3905, ""feature_value"": 44162.67}]"
1610,56191.54,500.0,88.16,0.1763,702,55,1,31,0.0040333333333333,-10.333333333333371,0.0,2,31,0.003310211473607,0.0188270333892624,0.8237,0,0.003016586363827963,Low,"[{""feature"": ""balance_now"", ""shap_value"": -1.2242, ""feature_value"": 88.16}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6077, ""feature_value"": 0.0033}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.435, ""feature_value"": 500.0}]"
1611,80863.01,6968.52,2424.65,0.3479,741,46,0,0,0.0031999999999999,-1.6666666666666288,0.0,0,0,0.0051321156564433,0.359815940510775,0.6521,0,0.012111169280837691,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.6875, ""feature_value"": 0.0051}, {""feature"": ""age_now"", ""shap_value"": -0.4157, ""feature_value"": 46.0}, {""feature"": ""balance_now"", ""shap_value"": -0.3367, ""feature_value"": 2424.65}]"
1612,49353.16,6504.08,745.84,0.1147,624,30,0,0,0.0035,0.3333333333333712,0.0,0,0,0.003835361782153,0.1813476583429273,0.8853,0,0.04086030795566202,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.5598, ""feature_value"": 0.0038}, {""feature"": ""age_now"", ""shap_value"": 0.3587, ""feature_value"": 30.0}, {""feature"": ""credit_score_now"", ""shap_value"": 0.2943, ""feature_value"": 624.0}]"
1613,33265.17,8347.52,2252.13,0.2698,661,43,0,0,0.0275999999999999,1.3333333333332575,0.0,0,0,0.0223889171491412,0.81242813399874,0.7302,0,0.4071124801524487,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.4886, ""feature_value"": 0.0276}, {""feature"": ""utilization_volatility"", ""shap_value"": 0.7479, ""feature_value"": 0.0224}, {""feature"": ""age_now"", ""shap_value"": 0.3192, ""feature_value"": 43.0}]"
1614,64169.27,18100.15,3278.9,0.1812,665,41,0,0,-0.0054666666666666,-15.666666666666629,0.0,2,44,0.0076419892698171,0.6131720057379793,0.8188,0,0.008102931592588177,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.3681, ""feature_value"": -0.0055}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.5101, ""feature_value"": 18100.15}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4045, ""feature_value"": 0.0076}]"
1615,30386.14,3873.61,982.56,0.2537,602,31,0,0,-0.0029666666666666,-8.333333333333371,0.0,4,46,0.0044483455101619,0.3880295422631385,0.7463,0,0.02574184695081714,Low,"[{""feature"": ""credit_score_now"", ""shap_value"": 0.6344, ""feature_value"": 602.0}, {""feature"": ""max_days_late_9m"", ""shap_value"": -0.5673, ""feature_value"": 46.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5286, ""feature_value"": 0.0044}]"
1616,35566.16,11978.93,4109.2,0.343,751,40,0,0,-0.0002333333333333,-3.3333333333333712,0.0,1,43,0.0058705716170668,1.3864414933566822,0.657,0,0.05353535904117147,Low,"[{""feature"": ""max_days_late_9m"", ""shap_value"": -0.7341, ""feature_value"": 43.0}, {""feature"": ""dti_proxy"", ""shap_value"": 0.4201, ""feature_value"": 1.3864}, {""feature"": ""age_now"", ""shap_value"": 0.3457, ""feature_value"": 40.0}]"
1617,43905.16,12091.41,3958.93,0.3274,741,30,0,0,0.0050999999999999,2.6666666666666288,0.0,0,0,0.0041194659848092,1.0820404705737436,0.6726,0,0.0251466653286426,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.8229, ""feature_value"": 0.0041}, {""feature"": ""age_now"", ""shap_value"": 0.4422, ""feature_value"": 30.0}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.3422, ""feature_value"": 0.0051}]"
1618,63646.28,7067.43,880.03,0.1245,678,55,0,0,-0.0027333333333333,6.3333333333332575,0.0,0,0,0.0027442869950336,0.1659226587635432,0.8755,0,0.0017953989094015937,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -1.0316, ""feature_value"": 6.3333}, {""feature"": ""age_now"", ""shap_value"": -0.7699, ""feature_value"": 55.0}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.5879, ""feature_value"": -0.0027}]"
1619,88278.55,4229.97,1156.06,0.2733,587,53,0,0,-0.0059333333333333,4.0,0.0,0,0,0.0119346251628518,0.1571471212215678,0.7267,0,0.001871448804648893,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.2158, ""feature_value"": -0.0059}, {""feature"": ""age_now"", ""shap_value"": -0.6973, ""feature_value"": 53.0}, {""feature"": ""credit_score_now"", ""shap_value"": -0.5905, ""feature_value"": 587.0}]"
1620,32038.39,10258.56,1601.38,0.1561,588,21,0,0,-0.0059333333333333,-1.3333333333332575,0.0,0,0,0.0060544290491433,0.5997979296962933,0.8439,0,0.048511289648414044,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.072, ""feature_value"": -0.0059}, {""feature"": ""income_now"", ""shap_value"": 0.6235, ""feature_value"": 32038.39}, {""feature"": ""dti_proxy"", ""shap_value"": 0.3795, ""feature_value"": 0.5998}]"
1621,56655.36,10393.08,2278.84,0.2193,633,37,0,0,0.0100666666666666,-1.0,0.0,0,0,0.0122087514149118,0.4826741899479221,0.7807,0,0.07634092341302023,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": 0.5021, ""feature_value"": 0.0122}, {""feature"": ""dti_proxy"", ""shap_value"": 0.3318, ""feature_value"": 0.4827}, {""feature"": ""credit_score_now"", ""shap_value"": 0.3069, ""feature_value"": 633.0}]"
1622,80709.5,5718.97,1762.37,0.3082,613,50,1,44,0.0044333333333332,-7.6666666666667425,0.0,2,59,0.0077745489329678,0.2620316071448295,0.6918,0,0.023807759429343017,Low,"[{""feature"": ""age_now"", ""shap_value"": -0.7501, ""feature_value"": 50.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6205, ""feature_value"": 0.0078}, {""feature"": ""days_late_now"", ""shap_value"": 0.5142, ""feature_value"": 44.0}]"
1623,49719.63,11929.2,2177.26,0.1825,682,43,0,0,-0.0014,4.0,0.0,0,0,0.0074361354957471,0.5254890270441299,0.8175,0,0.05788565106876248,Low,"[{""feature"": ""age_now"", ""shap_value"": 0.4476, ""feature_value"": 43.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.2863, ""feature_value"": 0.0074}, {""feature"": ""dti_proxy"", ""shap_value"": 0.2818, ""feature_value"": 0.5255}]"
1624,30954.9,9412.39,4165.29,0.4425,755,36,0,0,0.0902,3.0,0.0,0,0,0.0672504605519132,1.6147194783579777,0.5575,0,0.6821414069509151,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.6744, ""feature_value"": 0.0673}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.6338, ""feature_value"": 0.0902}, {""feature"": ""utilization_now"", ""shap_value"": 0.6049, ""feature_value"": 0.4425}]"
1625,56123.02,7310.12,3053.87,0.4178,627,22,0,0,0.0495333333333332,0.6666666666667425,0.0,0,0,0.0423570865119141,0.652966287134306,0.5822,0,0.6420390700707523,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.7741, ""feature_value"": 0.0424}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.5515, ""feature_value"": 0.0495}, {""feature"": ""credit_score_now"", ""shap_value"": 0.358, ""feature_value"": 627.0}]"
1626,55205.32,8325.2,2243.89,0.2695,731,53,0,0,-0.0030333333333332,1.0,0.0,0,0,0.0084133491811789,0.4877551655193183,0.7304999999999999,0,0.004827644313519015,Low,"[{""feature"": ""age_now"", ""shap_value"": -1.1994, ""feature_value"": 53.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5626, ""feature_value"": 0.0084}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.2212, ""feature_value"": -0.003}]"
1627,79666.4,6577.3,837.62,0.1274,673,35,0,0,-0.0045333333333333,-10.0,0.3333333333333333,1,50,0.0057956401237865,0.1261691252332974,0.8726,0,0.05742461828307084,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6623, ""feature_value"": -10.0}, {""feature"": ""balance_now"", ""shap_value"": 0.6089, ""feature_value"": 837.62}, {""feature"": ""max_days_late_9m"", ""shap_value"": 0.508, ""feature_value"": 50.0}]"
1628,27349.41,13159.54,1240.75,0.0943,724,24,0,0,-0.0011666666666666,-1.0,0.0,0,0,0.0024735826469134,0.5443993122143114,0.9057,0,0.08215678722567468,Low,"[{""feature"": ""utilization_now"", ""shap_value"": 0.563, ""feature_value"": 0.0943}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4462, ""feature_value"": 0.0025}, {""feature"": ""dti_proxy"", ""shap_value"": 0.3912, ""feature_value"": 0.5444}]"
1629,48757.71,12411.95,1839.97,0.1482,745,51,0,0,-0.0054,-7.0,0.0,0,0,0.0029904013108611,0.4528440731643441,0.8518,1,0.003458176997824982,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -0.7683, ""feature_value"": -0.0054}, {""feature"": ""age_now"", ""shap_value"": -0.5181, ""feature_value"": 51.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4525, ""feature_value"": 0.003}]"
1630,61680.31,11538.22,3489.45,0.3024,639,21,0,0,-0.0117,-12.666666666666629,0.3333333333333333,1,52,0.0083706497822915,0.678877910825245,0.6976,0,0.002807017272925592,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.6232, ""feature_value"": -0.0117}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4981, ""feature_value"": 0.0084}, {""feature"": ""credit_score_now"", ""shap_value"": 0.4011, ""feature_value"": 639.0}]"
1631,53455.62,8595.12,2103.87,0.2448,667,27,0,0,0.0075999999999999,3.6666666666667433,0.0,0,0,0.0050358713248056,0.4722878528830559,0.7552,0,0.03137101683051037,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.64, ""feature_value"": 0.005}, {""feature"": ""age_now"", ""shap_value"": 0.2619, ""feature_value"": 27.0}, {""feature"": ""balance_now"", ""shap_value"": 0.2446, ""feature_value"": 2103.87}]"
1632,35854.41,9116.27,2932.11,0.3216,677,64,0,0,-0.0008999999999999,-1.3333333333333712,0.0,0,0,0.0047523678308817,0.9813386969196798,0.6784,0,0.008852742806262573,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.8749, ""feature_value"": 0.0048}, {""feature"": ""age_now"", ""shap_value"": -0.3854, ""feature_value"": 64.0}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.3429, ""feature_value"": -0.0009}]"
1633,84474.84,5986.72,1129.24,0.1886,608,28,0,0,0.0044,12.666666666666629,0.0,0,0,0.0026323837950504,0.1604132070338936,0.8114,0,0.018322102407156513,Low,"[{""feature"": ""income_now"", ""shap_value"": -0.7756, ""feature_value"": 84474.84}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6109, ""feature_value"": 0.0026}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.3912, ""feature_value"": 12.6667}]"
1634,22873.33,6978.73,1388.94,0.199,656,35,0,0,0.0023333333333333,-4.0,0.0,0,0,0.0018668154702594,0.7286774593492015,0.8009999999999999,0,0.03238720143191717,Low,"[{""feature"": ""income_now"", ""shap_value"": -0.3208, ""feature_value"": 22873.33}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.3208, ""feature_value"": -4.0}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.2386, ""feature_value"": 6978.73}]"
1635,87321.78,4988.94,2070.74,0.4151,722,49,0,0,0.0574333333333333,2.6666666666667425,-0.3333333333333333,1,29,0.0516681720210808,0.2845668056306822,0.5849,1,0.17691595781087502,Watch,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.9847, ""feature_value"": 0.0517}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.7293, ""feature_value"": 0.0574}, {""feature"": ""credit_score_now"", ""shap_value"": -1.0347, ""feature_value"": 722.0}]"
1636,41416.51,11389.31,4490.39,0.3943,592,48,0,0,0.0458,-0.6666666666667425,0.3333333333333333,1,12,0.0440185787796219,1.301043472383054,0.6057,0,0.38974150810645386,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.9731, ""feature_value"": 0.044}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.6234, ""feature_value"": 0.0458}, {""feature"": ""credit_score_now"", ""shap_value"": -0.6544, ""feature_value"": 592.0}]"
1637,34800.07,7474.82,2332.08,0.312,687,38,0,0,-0.0010999999999999,-9.333333333333258,0.0,0,0,0.0051597265216072,0.8041638993930195,0.688,0,0.005726949248042079,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -1.0315, ""feature_value"": -9.3333}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6912, ""feature_value"": 0.0052}, {""feature"": ""balance_now"", ""shap_value"": -0.3147, ""feature_value"": 2332.08}]"
1638,57826.53,3380.72,907.64,0.2685,600,32,0,0,-0.0023999999999999,-1.6666666666666288,0.0,0,0,0.0029360309565428,0.1883509177835811,0.7315,0,0.03216558061263638,Low,"[{""feature"": ""balance_now"", ""shap_value"": 0.5442, ""feature_value"": 907.64}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4347, ""feature_value"": 0.0029}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.4115, ""feature_value"": -0.0024}]"
1639,31671.18,8137.04,3179.34,0.3907,705,40,0,0,0.0413666666666666,-4.666666666666629,0.0,0,0,0.0369123285637739,1.2046308342646035,0.6093,1,0.3946977267357694,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.8998, ""feature_value"": 0.0414}, {""feature"": ""utilization_volatility"", ""shap_value"": 1.5459, ""feature_value"": 0.0369}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.3408, ""feature_value"": -4.6667}]"
1640,67018.01,11283.43,1463.4,0.1297,694,21,0,0,0.0071666666666666,1.6666666666666288,-0.3333333333333333,1,7,0.0041695656581684,0.2620310569779023,0.8703,0,0.0052895700131705675,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.7488, ""feature_value"": 0.0042}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.5265, ""feature_value"": 0.0072}, {""feature"": ""is_late_trend_3m"", ""shap_value"": -0.2886, ""feature_value"": -0.3333}]"
