borrower_id,income_now,credit_limit_now,balance_now,utilization_now,credit_score_now,age_now,late_streak_now,days_late_now,utilization_trend_3m,credit_score_trend_3m,is_late_trend_3m,late_count_9m,max_days_late_9m,utilization_volatility,dti_proxy,headroom,defaulted
2143,57891.45,6381.48,785.17,0.123,652,42,0,0,0.003866666666666671,3.3333333333333712,0.0,0,0,0.001985572965166474,0.16275356720287637,0.877,0
2144,35261.15,8420.28,2224.68,0.2642,665,51,0,0,-0.006066666666666665,-2.0,0.0,0,0,0.009979534613954228,0.7570983927329318,0.7358,0
2145,44727.78,14128.36,4266.4,0.302,650,30,0,0,0.012766666666666704,9.0,0.0,0,0,0.006366121268087827,1.1446309203422218,0.698,0
2146,79322.61,8759.37,1795.15,0.2049,707,35,0,0,0.0012666666666666937,-0.6666666666666288,0.0,0,0,0.0032345787979271737,0.271572001939184,0.7951,0
2147,55105.76,11189.59,2484.95,0.2221,553,49,0,0,0.04556666666666667,1.6666666666666288,0.0,0,0,0.03583048438287029,0.5411303644756271,0.7779,0
2148,34737.23,8409.42,1884.69,0.2241,636,48,0,0,0.0009666666666666712,0.6666666666666288,0.0,0,0,0.006337805438618147,0.6510674567945455,0.7759,0
2149,46536.61,4646.01,1484.92,0.3196,751,26,0,0,-0.006900000000000017,-3.3333333333333712,0.0,0,0,0.007997655906576607,0.3829036965822211,0.6804,0
2150,78090.82,8624.68,1718.26,0.1992,720,31,0,0,0.03053333333333333,-1.6666666666666288,0.0,0,0,0.025633447117216036,0.2640402546270037,0.8008,0
2151,40021.14,12399.84,4057.71,0.3272,681,21,0,0,0.03806666666666664,1.3333333333333712,0.0,0,0,0.03424478062420609,1.2166699895455244,0.6728000000000001,1
2152,44544.6,1397.37,371.28,0.2657,648,36,0,0,0.005066666666666719,4.6666666666667425,0.0,0,0,0.003232259271778808,0.10002020444228386,0.7343,0
2153,28482.27,11605.75,3539.47,0.305,645,36,0,0,0.0025000000000000022,-0.33333333333325754,-0.3333333333333333,1,56,0.00566813706413119,1.491230859833336,0.6950000000000001,0
2154,45417.45,7838.8,990.38,0.1263,639,37,0,0,-0.0009333333333333138,9.333333333333371,0.0,0,0,0.0014035668847618332,0.2616738719778392,0.8737,0
2155,66740.66,2958.64,622.71,0.2105,682,45,0,0,0.035033333333333305,-2.3333333333333712,0.0,0,0,0.026345861998508305,0.11196353165606149,0.7895,0
2156,57062.47,2071.32,267.29,0.129,679,38,0,0,-0.005599999999999994,5.333333333333371,0.0,0,0,0.006854742883580683,0.05620997477546065,0.871,0
2157,37003.42,3607.48,1284.9,0.3562,768,52,0,0,0.024333333333333318,2.0,0.0,0,0,0.014719129654221317,0.41668580890630574,0.6437999999999999,0
2158,45810.6,10064.51,1611.64,0.1601,765,34,0,0,0.00416666666666668,3.3333333333333712,0.0,0,0,0.0025495097567963952,0.42216604879512626,0.8399,0
2159,34650.19,7441.57,4453.02,0.5984,706,35,0,0,0.1094,-5.333333333333371,0.3333333333333333,1,35,0.08785279512406599,1.5421629717324508,0.40159999999999996,0
2160,81932.34,15347.91,2736.31,0.1783,687,21,0,0,0.003966666666666674,2.6666666666667425,0.0,1,19,0.0037859755824768706,0.40076629076126474,0.8217,0
2161,72872.22,3884.59,917.18,0.2361,711,26,0,0,-0.010299999999999976,8.333333333333371,0.0,0,0,0.006760629490743539,0.15103368606291387,0.7639,0
2162,102234.99,11782.62,1840.63,0.1562,506,21,0,0,0.014333333333333337,-0.6666666666666288,-0.3333333333333333,1,42,0.011202455088059938,0.21604697175993695,0.8438,0
2163,55665.36,15621.21,4726.82,0.3026,706,51,0,0,-0.002766666666666695,8.0,0.0,0,0,0.003948733974326456,1.0189791279131626,0.6974,0
2164,81423.0,10013.86,3318.96,0.3314,567,32,0,0,0.002933333333333288,4.333333333333371,0.0,0,0,0.005562373594069358,0.4891433623684988,0.6686000000000001,0
2165,38694.34,5111.08,681.76,0.1334,746,41,0,0,0.004299999999999998,8.333333333333371,0.0,1,5,0.0030591847134671586,0.21142937177537718,0.8666,0
2166,52620.83,500.0,107.97,0.2159,667,47,0,0,-0.005599999999999994,-14.0,0.3333333333333333,1,56,0.004047530111067734,0.02462218858396064,0.7841,0
2167,38979.17,5320.04,1835.54,0.345,792,50,0,0,0.015933333333333355,4.333333333333371,0.0,0,0,0.015391538079231855,0.5650833507542362,0.655,0
2168,44259.56,5908.64,1707.64,0.289,764,21,0,0,-0.005100000000000049,4.6666666666667425,0.0,0,0,0.011584124673208768,0.4629887869297421,0.7110000000000001,0
2169,32840.28,7296.16,1631.55,0.2236,663,39,0,0,-0.007566666666666666,2.3333333333333712,0.0,0,0,0.00418449519058154,0.5961764026630066,0.7764,0
2170,38213.8,9360.92,1763.98,0.1884,619,55,0,0,0.02639999999999998,-7.0,0.0,1,8,0.021823210121336412,0.5539297320170421,0.8116,0
2171,51988.89,8528.42,1746.05,0.2047,773,32,0,0,0.0010999999999999899,0.0,0.0,0,0,0.005337550416103287,0.4030207222189923,0.7953,0
2172,51208.39,9592.38,3053.81,0.3184,635,43,0,0,0.056900000000000006,8.333333333333258,0.0,0,0,0.04733098879169967,0.7156194520353513,0.6816,1
2173,32126.97,7713.27,2397.14,0.3108,708,60,0,0,-0.015966666666666685,9.333333333333258,0.0,0,0,0.008067372558646339,0.8953748202602207,0.6892,0
2174,52759.87,9667.32,2273.52,0.2352,648,51,0,0,-0.0003999999999999837,-6.333333333333371,0.0,0,0,0.0021846688027657092,0.5171021079808341,0.7648,0
2175,47037.19,2087.11,296.28,0.142,649,21,0,0,0.0008999999999999841,0.0,0.0,0,0,0.0018271866656450564,0.07558614787773177,0.858,0
2176,70216.56,5580.49,1525.82,0.2734,620,26,0,0,0.009199999999999986,4.0,0.0,0,0,0.007734949543755571,0.2607624183934794,0.7266,0
2177,38067.72,8095.2,3336.09,0.4121,720,40,0,0,0.024933333333333363,3.0,0.0,0,0,0.02777678887128604,1.0516279931495889,0.5879,0
2178,67754.01,13248.09,7167.89,0.5411,683,35,0,0,0.12356666666666655,1.6666666666666288,0.0,0,0,0.09734651737193498,1.269514232216895,0.4589,1
2179,59230.22,11177.62,2361.16,0.2112,743,53,0,0,-0.003033333333333277,0.6666666666666288,0.0,0,0,0.0038534976896897875,0.47836931880819566,0.7888,0
2180,95496.37,18721.01,3632.61,0.194,721,35,0,0,-0.0015999999999999626,-11.0,0.0,0,0,0.0037688784066940155,0.4564709631844891,0.806,0
2181,75646.16,6725.14,1031.99,0.1535,703,37,0,0,0.006833333333333358,0.33333333333325754,-0.3333333333333333,2,33,0.0038058434603178834,0.16370797933478054,0.8465,0
2182,46252.58,500.0,48.89,0.0978,652,37,0,0,-0.006766666666666671,-1.6666666666667425,0.0,0,0,0.004335063757060303,0.012684265393363762,0.9022,0
2183,41718.09,3316.79,502.83,0.1516,699,30,0,0,0.0005666666666666875,7.3333333333332575,0.0,0,0,0.0027035984251446116,0.14463653533189946,0.8484,0
2184,48298.73,7086.58,1613.89,0.2277,711,40,0,0,0.03953333333333334,3.0,0.0,0,0,0.03387680294505044,0.40097700281535925,0.7723,1
2185,44626.3,13763.02,5543.42,0.4028,658,21,0,0,0.032366666666666655,-9.333333333333371,0.0,0,0,0.03189168299799251,1.4906241382797254,0.5972,0
2186,61260.89,7572.84,907.54,0.1198,703,46,1,43,0.011266666666666675,0.0,0.3333333333333333,1,43,0.005711610981150591,0.17777214790491508,0.8802,0
2187,52091.02,11094.82,3882.87,0.35,677,28,0,0,-0.009600000000000053,0.33333333333337123,0.3333333333333333,1,30,0.0062862946160675585,0.8944812366750781,0.65,0
2188,41273.29,5969.24,1712.84,0.2869,635,44,0,0,0.011166666666666658,0.33333333333337123,0.0,0,0,0.009666364937819777,0.4979995535617346,0.7131000000000001,0
2189,81405.99,3475.0,1033.27,0.2973,724,21,0,0,3.333333333327415e-05,-1.0,0.0,1,20,0.008597544869192475,0.15231360736688093,0.7027,0
2190,36441.58,10363.24,2879.21,0.2778,600,48,0,0,0.05669999999999997,6.333333333333371,0.0,0,0,0.04665723714256748,0.9481070795674258,0.7222,0
2191,61453.15,7882.51,4364.57,0.5537,531,22,0,0,0.07536666666666664,-6.3333333333332575,0.0,0,0,0.07106647904915825,0.8522726660842075,0.44630000000000003,0
2192,68193.68,6962.13,1259.98,0.181,645,38,0,0,0.0012666666666666382,-2.3333333333332575,-0.3333333333333333,1,27,0.0025400678031195206,0.22171790695764454,0.819,0
2193,59927.21,11010.48,2469.84,0.2243,732,66,0,0,0.004766666666666641,-0.6666666666667425,0.0,0,0,0.0033047104428544248,0.4945679933049642,0.7757000000000001,0
2194,45179.24,9556.36,1871.9,0.1959,694,21,0,0,0.005800000000000027,8.666666666666629,0.0,0,0,0.006788797962657163,0.4971929584037644,0.8041,0
2195,80192.34,3955.26,1065.5,0.2694,698,37,0,0,0.013399999999999967,4.0,0.0,0,0,0.008419240530541399,0.15944166235935628,0.7306,0
2196,68192.23,12457.17,3963.71,0.3182,680,21,0,0,-0.00883333333333336,1.3333333333333712,0.0,0,0,0.007954733042521145,0.6975064459928928,0.6818,0
2197,34099.77,2499.79,508.29,0.2033,743,21,0,0,0.005066666666666664,8.333333333333371,-0.3333333333333333,2,45,0.004206575540481571,0.17887158763397942,0.7967,0
2198,32724.72,10887.85,3528.76,0.3241,807,27,0,0,0.01323333333333332,5.0,0.0,0,0,0.01062579408797291,1.2939795966007426,0.6759,0
2199,66759.08,8587.75,2468.15,0.2874,733,47,0,0,0.02893333333333331,1.3333333333332575,0.0,0,0,0.027588755761078533,0.44365200950456735,0.7126,0
2200,48771.88,6308.89,1087.26,0.1723,750,36,0,0,0.0015666666666666884,-8.333333333333371,0.3333333333333333,1,42,0.0024967200706348955,0.2675131653073419,0.8277,0
2201,47725.47,6699.12,1092.68,0.1631,792,23,0,0,-0.0007666666666666655,3.0,0.0,0,0,0.005994997914928733,0.27474134873272293,0.8369,0
2202,42984.96,4912.51,1322.32,0.2692,725,41,0,0,-0.014600000000000002,-3.3333333333333712,0.0,0,0,0.010676258707993179,0.36914865096001526,0.7308,0
2203,32964.52,8682.73,4088.88,0.4709,659,46,0,0,0.042166666666666686,4.0,-0.3333333333333333,1,19,0.04381615316042449,1.488465780243074,0.5291,0
2204,82266.67,14277.96,3691.3,0.2585,629,43,0,0,0.010899999999999993,0.33333333333337123,0.0,0,0,0.010812736831060767,0.5384392001467755,0.7415,0
2205,42701.55,10811.24,4316.92,0.3993,542,37,0,0,0.06303333333333333,-5.666666666666629,0.0,2,45,0.05177851334718334,1.2131419113695474,0.6007,0
2206,47809.47,10123.84,1545.93,0.1527,659,48,0,0,-0.0018000000000000238,0.0,0.0,0,0,0.0030757112998459437,0.38802270753772694,0.8472999999999999,0
2207,45011.29,7889.48,1435.2,0.1819,670,28,0,0,-0.005466666666666675,2.6666666666666288,0.0,1,27,0.0038160115886150567,0.3826240037867946,0.8181,0
2208,49153.05,10806.06,2173.09,0.2011,721,21,0,0,0.00463333333333335,-3.0,0.0,0,0,0.0040537020117418785,0.5305282173463022,0.7988999999999999,0
2209,25936.44,14098.57,3855.24,0.2734,573,28,0,0,-0.01526666666666665,4.0,0.0,0,0,0.00897665181333094,1.7837020029963857,0.7266,0
2210,49935.3,8108.38,1335.4,0.1647,773,21,0,0,-0.0024666666666666726,-1.0,0.0,0,0,0.002565205211630787,0.3209112590922466,0.8352999999999999,0
2211,21172.69,6349.2,1292.71,0.2036,598,35,0,0,-0.005433333333333318,-6.0,-0.3333333333333333,1,5,0.004502345067974152,0.7326664675677962,0.7964,0
2212,14738.57,7928.2,1727.67,0.2179,680,29,0,0,-0.013399999999999995,7.0,0.0,0,0,0.00956183094972459,1.4066520688995048,0.7821,0
2213,44221.88,18377.86,2487.2,0.1353,716,29,0,0,-0.0037666666666666404,4.0,0.0,1,19,0.002375102336976472,0.6749238158102033,0.8647,0
2214,42192.54,11830.49,1394.92,0.1179,769,43,0,0,-0.0021333333333333204,-0.6666666666667425,0.0,0,0,0.002066465043928343,0.3967298483390486,0.8821,0
2215,28741.45,10148.75,3548.23,0.3496,721,30,0,0,0.0040999999999999925,9.333333333333258,0.0,1,28,0.011945059415693389,1.481440914853729,0.6504,0
2216,66640.88,8396.93,1541.59,0.1836,729,52,0,0,0.003500000000000031,2.3333333333333712,0.0,0,0,0.005580770556114992,0.27759357314412525,0.8164,0
2217,55073.09,500.0,143.74,0.2875,764,36,0,0,0.000500000000000056,-1.6666666666666288,-0.3333333333333333,1,53,0.005613104706349617,0.0313198333273866,0.7125,0
2218,70423.35,5756.9,1297.42,0.2254,633,49,0,0,0.006766666666666671,-6.0,0.0,0,0,0.004784117241224088,0.22107781009206556,0.7746,0
2219,38887.67,8797.48,2386.49,0.2713,578,30,0,0,-0.001966666666666672,5.0,0.0,0,0,0.008933084573650912,0.7364257100300144,0.7287,0
2220,49392.86,16265.52,3078.47,0.1893,731,33,0,0,-0.005200000000000038,1.3333333333332575,0.0,0,0,0.00555517776493245,0.7479145769454334,0.8107,0
2221,30621.94,9201.97,2165.87,0.2354,750,36,0,0,-0.01570000000000002,-1.6666666666667425,0.0,0,0,0.00791519284526776,0.8487522341763772,0.7646,0
2222,54642.32,7905.89,2118.49,0.268,618,44,0,0,0.013433333333333325,1.6666666666666288,0.0,0,0,0.007836293766826258,0.46524159286093814,0.732,0
2223,103901.55,3762.64,572.07,0.152,676,24,0,0,-0.007433333333333347,-4.0,0.0,0,0,0.004378641341786299,0.06607062165297008,0.848,0
2224,51509.56,5773.57,950.12,0.1646,659,62,0,0,0.004666666666666652,-3.0,0.0,0,0,0.0025243811122728737,0.22134609570230937,0.8354,0
2225,36186.81,11252.38,3301.58,0.2934,681,28,0,0,-0.014666666666666606,6.0,0.0,0,0,0.010619688214715978,1.094845331402847,0.7066,0
2226,25277.85,4537.55,1652.71,0.3642,669,48,0,0,0.0247,3.6666666666666288,0.0,1,12,0.017361363553720227,0.7845809667588435,0.6357999999999999,0
2227,23203.82,4174.28,726.26,0.174,673,33,0,0,0.0004333333333333411,2.6666666666666288,0.0,0,0,0.001774119499921025,0.3755898811270265,0.8260000000000001,0
2228,52700.64,1232.32,439.61,0.3567,707,31,0,0,0.01476666666666665,-4.666666666666629,0.0,0,0,0.009452380652512892,0.10009973311137782,0.6433,0
2229,29894.59,3529.71,1186.16,0.3361,725,32,0,0,0.04533333333333334,2.0,0.0,0,0,0.03839928746445406,0.47613698646766384,0.6638999999999999,0
2230,47211.27,7859.84,2192.5,0.2789,653,47,0,0,-0.010766666666666702,-3.6666666666667425,0.0,0,0,0.007076329871087426,0.5572821911656394,0.7211000000000001,0
2231,47895.38,3319.54,837.73,0.2524,631,22,0,0,-0.0022666666666666946,0.6666666666666288,0.0,0,0,0.0043903302837030355,0.20988997263371376,0.7476,0
2232,48886.68,6345.88,2394.89,0.3774,679,39,0,0,0.032333333333333325,4.0,0.0,0,0,0.02873956332305695,0.587863196947423,0.6226,0
2233,43586.36,12889.4,4122.6,0.3198,751,49,0,0,-0.0005999999999999894,3.3333333333333712,0.0,0,0,0.003740320841853002,1.135015633018674,0.6802,0
2234,61295.56,8122.16,2320.04,0.2856,723,33,0,0,-0.0010666666666666047,-4.3333333333332575,0.0,0,0,0.006650835369418724,0.4542005978010412,0.7143999999999999,0
2235,56687.2,9819.58,2444.79,0.249,719,32,0,0,0.002966666666666673,-7.666666666666629,0.0,0,0,0.0030339742912556113,0.5175327056864619,0.751,0
2236,30032.78,9358.42,2891.77,0.309,697,63,0,0,0.0013666666666666272,-3.0,0.0,0,0,0.0028314209232193663,1.1554454827736447,0.6910000000000001,0
2237,29986.11,15424.08,4666.87,0.3026,663,37,0,0,-0.0008000000000000229,3.6666666666667425,0.0,0,0,0.006348228099241544,1.8676127039348767,0.6974,0
2238,46290.72,4328.4,884.85,0.2044,598,40,0,0,-0.013633333333333303,-5.333333333333371,-0.3333333333333333,1,35,0.007396470629819184,0.22938074839292696,0.7956,0
2239,39864.36,10232.5,3570.82,0.349,704,34,0,0,0.03889999999999999,8.333333333333371,0.0,0,0,0.03231760785976861,1.0748909549056176,0.651,0
2240,51180.21,6293.37,2221.02,0.3529,650,42,0,0,0.0023333333333332984,-9.0,0.3333333333333333,1,51,0.008626412927747002,0.5207528455579015,0.6471,0
2241,79432.22,6188.75,1619.18,0.2616,705,39,0,0,-0.013433333333333353,12.333333333333371,0.0,0,0,0.007596380717157351,0.24461308014637692,0.7384,0
2242,51785.81,816.37,267.63,0.3278,639,57,0,0,-0.0012999999999999678,3.3333333333333712,0.0,0,0,0.004150836595729133,0.062016216397036285,0.6722,0
2243,53055.14,9571.42,1811.6,0.1893,632,37,0,0,-0.001799999999999996,4.666666666666629,0.0,0,0,0.0034931281746372294,0.40974729300654056,0.8107,0
2244,44682.27,8996.97,2812.33,0.3126,626,51,0,0,0.0022333333333333094,-2.6666666666667425,0.3333333333333333,1,54,0.0037138629185496015,0.7552874997384098,0.6874,0
2245,45978.77,10543.13,1896.22,0.1799,700,21,0,0,-0.00789999999999999,9.333333333333371,0.0,0,0,0.005480875842417883,0.494894491393773,0.8201,0
2246,42602.63,8969.19,1796.32,0.2003,688,54,0,0,0.014133333333333331,-5.333333333333371,0.0,0,0,0.010424064040052278,0.5059743962738523,0.7997,0
2247,52122.37,9971.49,2698.8,0.2707,754,61,0,0,0.009500000000000008,-1.0,0.0,0,0,0.009220598920050973,0.6213378246719009,0.7293000000000001,0
2248,38625.93,3779.83,768.05,0.2032,721,35,0,0,-0.0067000000000000115,2.3333333333332575,0.0,0,0,0.008281975073079541,0.23861173043954306,0.7968,0
2249,26231.48,6689.57,887.18,0.1326,714,29,0,0,-0.003766666666666696,5.0,0.0,0,0,0.005483941202375434,0.40585433971433366,0.8674,0
2250,100160.69,5619.89,1881.25,0.3347,678,45,1,7,0.009833333333333305,-1.6666666666666288,0.3333333333333333,1,7,0.0070258451448917975,0.22538782427812093,0.6653,0
2251,45856.41,13492.03,4214.79,0.3124,685,52,0,0,-0.014000000000000068,-5.3333333333332575,-0.3333333333333333,1,11,0.008210207061944284,1.1029533272832426,0.6876,0
2252,53187.01,6952.22,1098.16,0.158,632,47,0,0,-0.003333333333333327,4.0,0.0,0,0,0.003657792291047202,0.24776576079435206,0.842,0
2253,67397.03,12073.87,2514.72,0.2083,607,30,0,0,0.003066666666666662,-0.6666666666666288,0.0,0,0,0.0035786791480159866,0.4477443589817988,0.7917,0
2254,45854.44,9287.07,1456.59,0.1568,684,62,0,0,-0.008033333333333365,0.0,-0.3333333333333333,1,55,0.005655749287229749,0.3811862056417168,0.8432,0
2255,51090.01,4243.33,1239.26,0.292,714,32,0,0,0.02203333333333335,-2.3333333333333712,0.0,0,0,0.02906088436369409,0.29107686603520094,0.708,0
2256,62194.42,9463.01,2939.42,0.3106,646,51,0,0,0.01203333333333334,1.6666666666666288,0.0,0,0,0.006303526349944483,0.567141553747013,0.6894,0
2257,52931.51,14042.78,2174.26,0.1548,674,59,1,32,-0.00846666666666665,7.0,0.3333333333333333,1,32,0.009379025061866032,0.4929222686842853,0.8452,0
2258,108547.14,7456.39,1066.06,0.143,596,32,0,0,-0.0017666666666666664,-5.0,0.0,1,41,0.0025811818998280577,0.11785404938891758,0.857,0
2259,51810.06,6614.87,1218.5,0.1842,810,56,0,0,-0.002433333333333343,-3.3333333333332575,0.0,0,0,0.0023724694120496243,0.28222318207339114,0.8158,0
2260,66314.02,7898.36,1510.38,0.1912,623,36,0,0,-0.003966666666666646,1.3333333333333712,0.0,0,0,0.0030549595378298756,0.27331414980904833,0.8088,0
2261,38804.94,5391.38,2201.36,0.4083,667,59,0,0,0.052066666666666706,2.6666666666666288,0.0,1,30,0.043927810097932236,0.6807463171398034,0.5917,0
2262,81445.99,11062.8,1266.45,0.1145,647,40,0,0,0.0005000000000000004,-4.0,-0.3333333333333333,2,51,0.0015777973394718481,0.1865948218906893,0.8855,0
2263,52518.44,13230.01,1836.63,0.1388,656,30,0,0,0.0065333333333333354,-1.3333333333332575,0.0,0,0,0.004630364756450388,0.41965374437938663,0.8612,0
2264,51234.47,500.0,53.1,0.1062,623,43,0,0,-0.0005000000000000004,3.6666666666666288,0.0,0,0,0.0008700255424092142,0.012436939424780948,0.8938,0
2265,57591.46,10304.28,1828.61,0.1775,631,42,0,0,-0.0026666666666666505,0.33333333333337123,0.0,0,0,0.0018648800974265856,0.38101690763574664,0.8225,0
2266,45583.68,14215.85,5093.97,0.3583,683,56,0,0,0.058099999999999985,-4.333333333333371,0.0,0,0,0.05078460506010765,1.340998356953805,0.6416999999999999,1
2267,73707.09,5882.6,2262.34,0.3846,791,29,0,0,0.08180000000000004,-4.666666666666629,0.3333333333333333,1,10,0.066043338044045,0.3683238613216193,0.6154,0
2268,102464.7,2182.18,543.53,0.2491,662,46,0,0,-0.0036666666666666514,-12.666666666666629,0.3333333333333333,1,9,0.004557716289741794,0.06365470253888551,0.7509,0
2269,34729.36,7407.16,821.77,0.1109,625,48,0,0,0.0035333333333333328,5.0,0.0,0,0,0.0024520966085735223,0.28394534182584,0.8891,0
2270,91948.83,4628.24,1371.49,0.2963,814,43,0,0,0.01253333333333334,7.666666666666629,0.0,0,0,0.008873008383731961,0.1789895531879212,0.7037,0
2271,41612.85,1923.68,196.83,0.1023,724,32,0,0,0.0010999999999999899,0.0,0.0,0,0,0.002066666666666664,0.05676035165384914,0.8976999999999999,0
2272,52066.1,13880.25,3193.72,0.2301,674,44,0,0,0.003133333333333349,4.333333333333371,0.0,0,0,0.005192810200438468,0.7360766408693388,0.7699,0
2273,59618.72,7019.42,1544.82,0.2201,725,52,0,0,-0.0058333333333333015,4.666666666666629,0.0,0,0,0.0054228938563997044,0.31093991947946414,0.7799,0
2274,36653.93,5939.96,1322.09,0.2226,712,33,0,0,-0.019566666666666704,-2.3333333333333712,0.3333333333333333,1,22,0.01212752837326896,0.4328343507723725,0.7774,0
2275,43676.42,10464.75,2166.38,0.207,745,42,0,0,-0.0012999999999999956,9.0,0.0,0,0,0.005991823131939435,0.5952081235792106,0.793,0
2276,60101.27,22570.45,7583.34,0.336,604,44,0,0,0.005699999999999983,-5.0,0.0,0,0,0.008674819882856353,1.5141124302669586,0.6639999999999999,0
2277,29135.0,5081.97,547.9,0.1078,747,25,0,0,0.00393333333333333,6.666666666666629,0.0,0,0,0.0019494301161564636,0.22566672377868544,0.8922,0
2278,38559.8,6868.5,2307.5,0.336,596,33,0,0,0.0688,-1.3333333333333712,0.0,0,0,0.05285388138800951,0.7181053841405488,0.6639999999999999,0
2279,65963.15,7600.28,2837.13,0.3733,642,55,0,0,0.05240000000000006,0.33333333333337123,0.0,0,0,0.03992312752166483,0.5161299906660983,0.6267,1
2280,50655.73,6276.73,2294.26,0.3655,709,43,0,0,0.009033333333333338,-7.333333333333371,0.0,0,0,0.016619867628835067,0.5434946844804736,0.6345000000000001,0
2281,29033.16,7998.96,1388.56,0.1736,702,43,0,0,-0.005633333333333351,5.333333333333371,0.0,0,0,0.007597824981166937,0.5739203033053569,0.8264,0
2282,80817.29,5799.43,1531.69,0.2641,674,49,0,0,0.002599999999999991,-5.333333333333371,0.0,0,0,0.0061935001771570635,0.22743004618530072,0.7359,0
2283,64313.99,11569.59,2216.33,0.1916,590,29,0,0,-0.011700000000000016,3.3333333333333712,0.0,0,0,0.010120125712877497,0.4135330430445631,0.8084,0
2284,56554.16,8339.68,1629.32,0.1954,792,42,0,0,0.021966666666666662,6.0,0.0,0,0,0.02075174691441661,0.34571886481651165,0.8046,1
2285,35042.37,12107.45,3217.97,0.2658,652,29,0,0,0.02930000000000002,-8.333333333333371,0.3333333333333333,1,29,0.02567465243733162,1.101969986241694,0.7342,0
2286,34193.18,7500.92,1120.49,0.1494,657,35,0,0,-0.004799999999999999,5.333333333333371,0.0,0,0,0.0027803377093039987,0.39323280242671804,0.8506,0
2287,38163.27,5619.1,803.71,0.143,596,28,0,0,0.0011000000000000176,-3.6666666666667425,-0.3333333333333333,2,20,0.004292143986401207,0.2527173378216121,0.857,0
2288,189262.14,5631.74,1225.59,0.2176,558,30,0,0,0.003433333333333316,-5.0,0.0,1,53,0.005087921426716855,0.0777074590780148,0.7824,0
2289,28958.55,9734.62,3289.57,0.3379,735,21,0,0,-0.004900000000000071,9.333333333333258,0.0,0,0,0.0041692325432865955,1.3631497427751806,0.6621,0
2290,46919.26,7530.18,2891.78,0.384,726,33,0,0,0.01213333333333333,-7.333333333333371,0.0,1,20,0.015504031733713647,0.7395973421389177,0.616,0
2291,63094.82,11840.23,1396.98,0.118,476,57,0,0,-0.0009666666666666712,5.666666666666629,0.0,0,0,0.001142365965879589,0.26569154166398606,0.882,0
2292,49572.61,6653.91,2525.54,0.3796,696,61,0,0,0.0766,2.6666666666666288,0.0,0,0,0.062158507060578606,0.611355343054637,0.6204000000000001,0
2293,53747.53,10895.65,2237.7,0.2054,675,21,0,0,-0.010000000000000009,-0.33333333333337123,0.0,0,0,0.005691684968247793,0.49960249324954586,0.7946,0
2294,22182.1,8904.41,2797.68,0.3142,621,21,0,0,-0.008900000000000019,-2.6666666666666288,-0.3333333333333333,1,41,0.006159545437773811,1.5134797869380374,0.6858,0
2295,43836.43,7840.53,2798.38,0.3569,689,58,0,0,0.004633333333333378,6.333333333333371,0.0,0,0,0.006321941509097049,0.7660423075238447,0.6431,0
2296,35820.2,5565.7,934.84,0.168,688,35,1,31,-0.00039999999999995595,1.6666666666667425,0.3333333333333333,1,31,0.0020139789251904096,0.31317748075783697,0.832,0
2297,61587.37,8051.81,1616.78,0.2008,710,27,0,0,-0.0055666666666666365,4.0,0.0,0,0,0.010551829751806609,0.31502173247891146,0.7992,0
2298,40914.2,10101.59,2108.98,0.2088,655,41,0,0,-0.003766666666666668,-3.6666666666666288,0.0,0,0,0.004997999599839917,0.6185568822701487,0.7912,0
2299,56504.43,2892.72,669.01,0.2313,722,36,0,0,0.001366666666666655,5.0,0.0,0,0,0.0054087377866230925,0.14207947940179283,0.7686999999999999,0
2300,44383.5,10431.01,1589.25,0.1524,620,44,0,0,-0.00040000000000001146,3.0,0.0,0,0,0.003748814627467065,0.4296867077820307,0.8476,0
2301,40147.1,8071.13,2174.34,0.2694,603,37,0,0,-0.00880000000000003,-7.333333333333371,-0.3333333333333333,1,36,0.006759273465231158,0.6499119486139985,0.7306,0
2302,53679.11,6191.87,1244.15,0.2009,575,47,0,0,0.000466666666666643,4.0,0.0,0,0,0.00696223942261235,0.27813054271321624,0.7991,0
2303,26090.23,16253.27,1549.14,0.0953,658,33,0,0,-0.004866666666666672,10.0,0.0,0,0,0.0034314719873547025,0.712514990916133,0.9047000000000001,0
2304,55914.11,7788.29,1579.8,0.2028,711,46,0,0,0.03140000000000001,2.3333333333333712,0.0,1,38,0.025917615202363388,0.3390485871264233,0.7972,0
2305,32831.44,10970.79,5532.29,0.5043,704,27,0,0,0.07669999999999999,-6.0,0.0,1,58,0.06934628685084733,2.022070307477685,0.49570000000000003,0
2306,47287.1,14754.94,6638.78,0.4499,546,40,0,0,0.09179999999999999,-8.0,-0.3333333333333333,1,33,0.07728409891073612,1.6847165501750667,0.5501,0
2307,27430.0,3352.04,672.2,0.2005,730,26,0,0,-6.666666666665932e-05,4.0,0.0,1,44,0.002255425557282806,0.29407218361178034,0.7995,0
2308,51314.99,8969.15,1774.05,0.1978,725,21,0,0,-0.014466666666666655,4.666666666666629,0.0,0,0,0.006791538853603065,0.41486123245900786,0.8022,0
2309,14885.18,15288.56,2316.87,0.1515,655,51,0,0,-0.0030000000000000027,6.0,0.0,0,0,0.0063378054386181585,1.8677933338788297,0.8485,0
2310,53344.26,8132.86,2115.54,0.2601,711,48,0,0,-0.021366666666666645,-5.0,0.0,0,0,0.012629440913111615,0.47589900008528013,0.7399,0
